Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_type,SRA Study,HOST,create_date,version,Isolate,Strain,Investigation_type,Isolation_source
SRR3740558,WGS,252,2075551128,PRJNA327656,SAMN05355199,"Microbe\, viral or environmental",878530431,ETH ZURICH,1989,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1895576,USA,North America,USA: California,Illumina HiSeq 2000,US_20,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,US_20,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:56:00Z,1,US_20,,,
SRR3740559,WGS,252,5381324928,PRJNA327656,SAMN05355182,"Microbe\, viral or environmental",2538546133,ETH ZURICH,2003,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1895577,Switzerland,Europe,Switzerland,Illumina HiSeq 2000,CH_3,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,CH_3,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:59:00Z,1,CH_3,,,
SRR3740560,WGS,252,1970016552,PRJNA327656,SAMN05355200,"Microbe\, viral or environmental",827266940,ETH ZURICH,1989,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1895578,USA,North America,USA: California,Illumina HiSeq 2000,US_21,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,US_21,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:53:00Z,1,US_21,,,
SRR3740561,WGS,252,2171947428,PRJNA327656,SAMN05355201,"Microbe\, viral or environmental",908286093,ETH ZURICH,1989,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1895579,USA,North America,USA: California,Illumina HiSeq 2000,US_22,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,US_22,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:53:00Z,1,US_22,,,
SRR3740562,WGS,252,2312055900,PRJNA327656,SAMN05355202,"Microbe\, viral or environmental",962466174,ETH ZURICH,1989,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1895580,USA,North America,USA: California,Illumina HiSeq 2000,US_24,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,US_24,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:54:00Z,1,US_24,,,
SRR3740563,WGS,252,2302903512,PRJNA327656,SAMN05355203,"Microbe\, viral or environmental",984356718,ETH ZURICH,1989,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1895581,USA,North America,USA: California,Illumina HiSeq 2000,US_25,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,US_25,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:58:00Z,1,US_25,,,
SRR3740564,WGS,252,1990109016,PRJNA327656,SAMN05355204,"Microbe\, viral or environmental",890235216,ETH ZURICH,1989,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1895582,USA,North America,USA: California,Illumina HiSeq 2000,US_26,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,US_26,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:54:00Z,1,US_26,,,
SRR3740565,WGS,252,2123342172,PRJNA327656,SAMN05355205,"Microbe\, viral or environmental",952627439,ETH ZURICH,1989,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX1895583,USA,North America,USA: California,Illumina HiSeq 2000,US_27,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,US_27,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:54:00Z,1,US_27,,,
SRR3740566,WGS,252,1888875072,PRJNA327656,SAMN05355206,"Microbe\, viral or environmental",854976088,ETH ZURICH,1989,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1895584,USA,North America,USA: California,Illumina HiSeq 2000,US_28,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,US_28,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:53:00Z,1,US_28,,,
SRR3740567,WGS,252,1876587804,PRJNA327656,SAMN05355207,"Microbe\, viral or environmental",827463979,ETH ZURICH,2000,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1895585,Finland,Europe,Finland,Illumina HiSeq 2000,FI_30,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,FI_30,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:54:00Z,1,FI_30,,,
SRR3740568,WGS,252,1412965008,PRJNA327656,SAMN05355208,"Microbe\, viral or environmental",680038795,ETH ZURICH,2000,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1895586,Finland,Europe,Finland,Illumina HiSeq 2000,FI_31,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,FI_31,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:53:00Z,1,FI_31,,,
SRR3740569,WGS,252,2084123412,PRJNA327656,SAMN05355209,"Microbe\, viral or environmental",929783865,ETH ZURICH,2000,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1895587,Finland,Europe,Finland,Illumina HiSeq 2000,FI_32,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,FI_32,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:54:00Z,1,FI_32,,,
SRR3740570,WGS,252,1932571620,PRJNA327656,SAMN05355183,"Microbe\, viral or environmental",860080852,ETH ZURICH,2003,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1895588,Switzerland,Europe,Switzerland,Illumina HiSeq 2000,CH_4,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,CH_4,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:55:00Z,1,CH_4,,,
SRR3740571,WGS,252,2221060212,PRJNA327656,SAMN05355210,"Microbe\, viral or environmental",982981388,ETH ZURICH,2000,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1895589,Finland,Europe,Finland,Illumina HiSeq 2000,FI_33,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,FI_33,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:55:00Z,1,FI_33,,,
SRR3740572,WGS,252,1462255704,PRJNA327656,SAMN05355211,"Microbe\, viral or environmental",645158656,ETH ZURICH,2000,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1895590,Finland,Europe,Finland,Illumina HiSeq 2000,FI_35,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,FI_35,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:54:00Z,1,FI_35,,,
SRR3740573,WGS,252,1922513292,PRJNA327656,SAMN05355212,"Microbe\, viral or environmental",856048743,ETH ZURICH,2000,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1895591,Finland,Europe,Finland,Illumina HiSeq 2000,FI_36,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,FI_36,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:55:00Z,1,FI_36,,,
SRR3740574,WGS,252,1832314932,PRJNA327656,SAMN05355213,"Microbe\, viral or environmental",810709481,ETH ZURICH,2000,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1895592,Finland,Europe,Finland,Illumina HiSeq 2000,FI_37,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,FI_37,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:55:00Z,1,FI_37,,,
SRR3740575,WGS,252,1513909908,PRJNA327656,SAMN05355214,"Microbe\, viral or environmental",642062181,ETH ZURICH,2000,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX1895593,Finland,Europe,Finland,Illumina HiSeq 2000,FI_38,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,FI_38,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:54:00Z,1,FI_38,,,
SRR3740576,WGS,252,2019830400,PRJNA327656,SAMN05355215,"Microbe\, viral or environmental",856252099,ETH ZURICH,2000,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1895594,Finland,Europe,Finland,Illumina HiSeq 2000,FI_39,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,FI_39,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:55:00Z,1,FI_39,,,
SRR3740577,WGS,252,2149823844,PRJNA327656,SAMN05355216,"Microbe\, viral or environmental",913169253,ETH ZURICH,2000,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1895595,Finland,Europe,Finland,Illumina HiSeq 2000,FI_40,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,FI_40,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:59:00Z,1,FI_40,,,
SRR3740578,WGS,252,1469001744,PRJNA327656,SAMN05355217,"Microbe\, viral or environmental",625327913,ETH ZURICH,2000,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1895596,Finland,Europe,Finland,Illumina HiSeq 2000,FI_41,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,FI_41,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:54:00Z,1,FI_41,,,
SRR3740579,WGS,252,1809656604,PRJNA327656,SAMN05355218,"Microbe\, viral or environmental",763708683,ETH ZURICH,2000,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1895597,Finland,Europe,Finland,Illumina HiSeq 2000,FI_42,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,FI_42,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:55:00Z,1,FI_42,,,
SRR3740580,WGS,252,2532208896,PRJNA327656,SAMN05355219,"Microbe\, viral or environmental",1103529983,ETH ZURICH,2003,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1895598,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_43,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,ET_43,whole organism,SRP077778,Hordeum vulgare,2016-12-07T11:37:00Z,1,ET_43,,,
SRR3740581,WGS,252,1736941248,PRJNA327656,SAMN05355184,"Microbe\, viral or environmental",775797023,ETH ZURICH,2003,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX1895599,Switzerland,Europe,Switzerland,Illumina HiSeq 2000,CH_5,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,CH_5,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:55:00Z,1,CH_5,,,
SRR3740582,WGS,252,697014108,PRJNA327656,SAMN05355220,"Microbe\, viral or environmental",304276671,ETH ZURICH,2003,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1895600,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_44,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,ET_44,whole organism,SRP077778,Hordeum vulgare,2016-12-05T11:53:00Z,1,ET_44,,,
SRR3740583,WGS,252,2561131188,PRJNA327656,SAMN05355221,"Microbe\, viral or environmental",1103101853,ETH ZURICH,2003,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1895601,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_45,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,ET_45,whole organism,SRP077778,Hordeum vulgare,2016-12-05T11:57:00Z,1,ET_45,,,
SRR3740584,WGS,252,1804793004,PRJNA327656,SAMN05355222,"Microbe\, viral or environmental",770709706,ETH ZURICH,2003,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1895602,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_46,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,ET_46,whole organism,SRP077778,Hordeum vulgare,2016-12-05T11:55:00Z,1,ET_46,,,
SRR3740585,WGS,252,1983793896,PRJNA327656,SAMN05355223,"Microbe\, viral or environmental",840015639,ETH ZURICH,2003,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1895603,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_47,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,ET_47,whole organism,SRP077778,Hordeum vulgare,2016-12-05T11:55:00Z,1,ET_47,,,
SRR3740586,WGS,252,1826360424,PRJNA327656,SAMN05355224,"Microbe\, viral or environmental",777719832,ETH ZURICH,2003,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1895604,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_48,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,ET_48,whole organism,SRP077778,Hordeum vulgare,2016-12-05T11:55:00Z,1,ET_48,,,
SRR3740587,WGS,252,1858440276,PRJNA327656,SAMN05355225,"Microbe\, viral or environmental",797167530,ETH ZURICH,2003,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1895605,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_49,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,ET_49,whole organism,SRP077778,Hordeum vulgare,2016-12-05T11:55:00Z,1,ET_49,,,
SRR3740588,WGS,252,1738422252,PRJNA327656,SAMN05355226,"Microbe\, viral or environmental",789919528,ETH ZURICH,2003,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1895606,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_50,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,ET_50,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:55:00Z,1,ET_50,,,
SRR3740589,WGS,252,1336500900,PRJNA327656,SAMN05355227,"Microbe\, viral or environmental",602057908,ETH ZURICH,2003,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1895607,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_51,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,ET_51,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:56:00Z,1,ET_51,,,
SRR3740590,WGS,252,1635817680,PRJNA327656,SAMN05355228,"Microbe\, viral or environmental",740912694,ETH ZURICH,2003,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1895608,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_53,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,ET_53,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:58:00Z,1,ET_53,,,
SRR3740591,WGS,252,1525327272,PRJNA327656,SAMN05355229,"Microbe\, viral or environmental",684280637,ETH ZURICH,2003,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1895609,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_54,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,ET_54,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:55:00Z,1,ET_54,,,
SRR3740592,WGS,252,1905143940,PRJNA327656,SAMN05355185,"Microbe\, viral or environmental",849584634,ETH ZURICH,2003,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1895610,Switzerland,Europe,Switzerland,Illumina HiSeq 2000,CH_6,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,CH_6,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:56:00Z,1,CH_6,,,
SRR3740593,WGS,252,1045662660,PRJNA327656,SAMN05355230,"Microbe\, viral or environmental",470613368,ETH ZURICH,2003,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1895611,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_55,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,ET_55,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:55:00Z,1,ET_55,,,
SRR3740594,WGS,252,1708908516,PRJNA327656,SAMN05355231,"Microbe\, viral or environmental",771880240,ETH ZURICH,2003,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1895612,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_56,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,ET_56,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:56:00Z,1,ET_56,,,
SRR3740595,WGS,252,2258269776,PRJNA327656,SAMN05355232,"Microbe\, viral or environmental",1049287017,ETH ZURICH,2000,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1895613,Norway,Europe,Norway,Illumina HiSeq 2000,NO_57,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_57,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:57:00Z,1,NO_57,,,
SRR3740596,WGS,252,2430067248,PRJNA327656,SAMN05355233,"Microbe\, viral or environmental",1120553738,ETH ZURICH,2000,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1895614,Norway,Europe,Norway,Illumina HiSeq 2000,NO_58,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_58,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:57:00Z,1,NO_58,,,
SRR3740597,WGS,252,1775832912,PRJNA327656,SAMN05355234,"Microbe\, viral or environmental",791021459,ETH ZURICH,2000,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1895615,Norway,Europe,Norway,Illumina HiSeq 2000,NO_59,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_59,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:57:00Z,1,NO_59,,,
SRR3740598,WGS,252,1979979876,PRJNA327656,SAMN05355235,"Microbe\, viral or environmental",918048613,ETH ZURICH,2000,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1895616,Norway,Europe,Norway,Illumina HiSeq 2000,NO_60,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_60,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:57:00Z,1,NO_60,,,
SRR3740599,WGS,252,2506763700,PRJNA327656,SAMN05355236,"Microbe\, viral or environmental",1140769672,ETH ZURICH,2000,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1895617,Norway,Europe,Norway,Illumina HiSeq 2000,NO_61,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_61,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:01:00Z,1,NO_61,,,
SRR3740600,WGS,252,2622145176,PRJNA327656,SAMN05355237,"Microbe\, viral or environmental",1152137334,ETH ZURICH,2000,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX1895618,Norway,Europe,Norway,Illumina HiSeq 2000,NO_62,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_62,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:58:00Z,1,NO_62,,,
SRR3740601,WGS,252,2322828144,PRJNA327656,SAMN05355238,"Microbe\, viral or environmental",1011982747,ETH ZURICH,2000,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX1895619,Norway,Europe,Norway,Illumina HiSeq 2000,NO_63,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_63,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:00:00Z,1,NO_63,,,
SRR3740602,WGS,252,1983639168,PRJNA327656,SAMN05355239,"Microbe\, viral or environmental",869967018,ETH ZURICH,2000,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1895620,Norway,Europe,Norway,Illumina HiSeq 2000,NO_64,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_64,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:00:00Z,1,NO_64,,,
SRR3740603,WGS,252,1388154096,PRJNA327656,SAMN05355186,"Microbe\, viral or environmental",657939843,ETH ZURICH,2003,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX1895621,Switzerland,Europe,Switzerland,Illumina HiSeq 2000,CH_7,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,CH_7,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:57:00Z,1,CH_7,,,
SRR3740604,WGS,252,1795837176,PRJNA327656,SAMN05355240,"Microbe\, viral or environmental",777771406,ETH ZURICH,2000,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1895622,Norway,Europe,Norway,Illumina HiSeq 2000,NO_65,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_65,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:58:00Z,1,NO_65,,,
SRR3740605,WGS,252,1966431852,PRJNA327656,SAMN05355241,"Microbe\, viral or environmental",850940510,ETH ZURICH,2000,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1895623,Norway,Europe,Norway,Illumina HiSeq 2000,NO_66,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_66,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:58:00Z,1,NO_66,,,
SRR3740606,WGS,252,2358475308,PRJNA327656,SAMN05355242,"Microbe\, viral or environmental",1049982330,ETH ZURICH,2000,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1895624,Norway,Europe,Norway,Illumina HiSeq 2000,NO_67,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_67,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:59:00Z,1,NO_67,,,
SRR3740607,WGS,252,1519212744,PRJNA327656,SAMN05355243,"Microbe\, viral or environmental",662413936,ETH ZURICH,2000,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1895625,Norway,Europe,Norway,Illumina HiSeq 2000,NO_68,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_68,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:58:00Z,1,NO_68,,,
SRR3740608,WGS,252,1745670276,PRJNA327656,SAMN05355244,"Microbe\, viral or environmental",777404029,ETH ZURICH,2000,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1895626,Norway,Europe,Norway,Illumina HiSeq 2000,NO_69,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_69,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:59:00Z,1,NO_69,,,
SRR3740609,WGS,252,1868445180,PRJNA327656,SAMN05355245,"Microbe\, viral or environmental",818488427,ETH ZURICH,2000,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1895627,Norway,Europe,Norway,Illumina HiSeq 2000,NO_70,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NO_70,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:58:00Z,1,NO_70,,,
SRR3740610,WGS,252,1930872132,PRJNA327656,SAMN05355246,"Microbe\, viral or environmental",837600601,ETH ZURICH,2009,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1895628,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_71,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NZ_71,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:59:00Z,1,NZ_71,,,
SRR3740611,WGS,252,2393166132,PRJNA327656,SAMN05355247,"Microbe\, viral or environmental",1047581687,ETH ZURICH,2009,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1895629,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_72,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NZ_72,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:59:00Z,1,NZ_72,,,
